Nilai;Kurs Jual;Kurs Beli;Tanggal
1;17126.45;16951.83;1/19/2021
1;17095.1;16923.6;1/18/2021
1;17176.67;17001.56;1/15/2021
1;17226.17;17049.15;1/14/2021
1;17324.57;17150.79;1/13/2021
1;17369.97;17192.89;01/12/2021
1;17324.15;17146.14;01/11/2021
1;17318.46;17140.54;01/08/2021
1;17260.28;17084.37;01/07/2021
1;17196.43;17021.16;01/06/2021
1;17191.87;17015.26;01/05/2021
1;17126.12;16950.18;01/04/2021
1;17418.89;17241.36;12/31/2020
1;17418.89;17241.36;12/30/2020
1;17426.73;17247.69;12/29/2020
1;17408.11;17229.25;12/28/2020
1;17472.41;17294.29;12/25/2020
1;17472.41;17294.29;12/24/2020
1;17472.41;17294.29;12/23/2020
1;17485.56;17307.33;12/22/2020
1;17387.52;17210.28;12/21/2020
1;17424.02;17245.02;12/18/2020
1;17364.57;17190.38;12/17/2020
1;17286.55;17113.14;12/16/2020
1;17316.68;17142.96;12/15/2020
1;17265.21;17087.79;12/14/2020
1;17226.69;17051.07;12/11/2020
1;17167.17;16994.94;12/10/2020
1;17236.94;17064.02;12/09/2020
1;17236.94;17064.02;12/08/2020
1;17244.27;17067.06;12/07/2020
1;17308.73;17133.69;12/04/2020
1;17262.74;17089.56;12/03/2020
1;17191.39;17018.92;12/02/2020
1;17034.55;16863.64;12/01/2020
1;17000.03;16825.25;11/30/2020
1;16938.04;16763.87;11/27/2020
1;16932.86;16762.96;11/26/2020
1;16949.69;16775.4;11/25/2020
1;16899.24;16725.44;11/24/2020
1;16903.85;16734.24;11/23/2020
1;16977.37;16807.02;11/20/2020
1;16866.15;16696.91;11/19/2020
1;16826.25;16653.2;11/18/2020
1;16779.69;16611.33;11/17/2020
1;16837.07;16665.32;11/16/2020
1;16870.16;16696.64;11/13/2020
1;16797.28;16625.91;11/12/2020
1;16733.75;16564.45;11/11/2020
1;16672.51;16501.04;11/10/2020
1;16939.03;16766.26;11/09/2020
1;17013.5;16838.52;11/06/2020
1;17008.58;16833.59;11/05/2020
1;17027.61;16852.39;11/04/2020
1;17103.12;16928.58;11/03/2020
1;17221.85;17049.02;11/02/2020
1;17459.26;17279.69;10/30/2020
1;17459.26;17279.69;10/29/2020
1;17459.26;17279.69;10/28/2020
1;17459.26;17279.69;10/27/2020
1;17494.17;17318.63;10/26/2020
1;17485.2;17305.35;10/23/2020
1;17495.65;17315.71;10/22/2020
1;17444.79;17269.76;10/21/2020
1;17422.72;17243.5;10/20/2020
1;17355.43;17176.88;10/19/2020
1;17370.02;17192.78;10/16/2020
1;17431.2;17253.35;10/15/2020
1;17442.93;17264.96;10/14/2020
1;17534.1;17358.16;10/13/2020
1;17510.99;17335.29;10/12/2020
1;17438.11;17263.13;10/09/2020
1;17438.66;17263.67;10/08/2020
1;17434.28;17254.92;10/07/2020
1;17433.65;17258.72;10/06/2020
1;17532.17;17356.24;10/05/2020
1;17560.78;17380.12;10/02/2020
1;17550.25;17369.7;10/01/2020
1;17617.79;17436.55;9/30/2020
1;17500.2;17324.58;9/29/2020
1;17494.83;17314.8;9/28/2020
1;17536.56;17356.12;9/25/2020
1;17522.2;17343.39;9/24/2020
1;17418.39;17239.17;9/23/2020
1;17475.01;17299.66;9/22/2020
1;17553.23;17374.18;9/21/2020
1;17586.1;17406.7;9/18/2020
1;17595.97;17419.41;9/17/2020
1;17673.62;17494.8;9/16/2020
1;17756.88;17575.75;9/15/2020
1;17834.42;17651.0;9/14/2020
1;17820.81;17639.01;09/11/2020
1;17665.42;17488.16;09/10/2020
1;17579.85;17399.01;09/09/2020
1;17557.87;17378.75;09/08/2020
1;17547.18;17371.12;09/07/2020
1;17622.11;17442.35;09/04/2020
1;17623.3;17446.47;09/03/2020
1;17715.26;17537.51;09/02/2020
1;17621.29;17441.59;09/01/2020
1;17421.95;17242.8;8/31/2020
1;17483.86;17308.43;8/28/2020
1;17495.17;17316.7;8/27/2020
1;17393.61;17219.08;8/26/2020
1;17356.5;17182.34;8/25/2020
1;17551.64;17371.11;8/24/2020
1;17736.81;17554.44;8/19/2020
1;17819.04;17635.81;8/18/2020
1;17708.07;17530.38;8/14/2020
1;17659.09;17478.93;8/13/2020
1;17415.64;17236.47;08/12/2020
1;17388.97;17214.48;08/11/2020
1;17492.03;17312.1;08/10/2020
1;17442.01;17267.0;08/07/2020
1;17401.35;17222.4;08/06/2020
1;17363.47;17186.33;08/05/2020
1;17383.39;17204.57;08/04/2020
1;17403.79;17224.77;08/03/2020
1;17341.66;17163.27;7/30/2020
1;17168.74;16996.46;7/29/2020
1;17189.55;17012.72;7/28/2020
1;17163.02;16986.43;7/27/2020
1;17056.09;16880.57;7/24/2020
1;17062.8;16887.18;7/23/2020
1;16997.91;16822.94;7/22/2020
1;17062.07;16887.88;7/21/2020
1;17021.34;16846.07;7/20/2020
1;16914.14;16739.95;7/17/2020
1;16769.76;16597.08;7/16/2020
1;16760.24;16592.02;7/15/2020
1;16538.89;16369.99;7/14/2020
1;16488.88;16319.04;7/13/2020
1;16425.8;16260.92;07/10/2020
1;16469.48;16299.86;07/09/2020
1;16386.62;16219.25;07/08/2020
1;16440.2;16270.86;07/07/2020
1;16477.91;16312.5;07/06/2020
1;16462.83;16294.67;07/03/2020
1;16426.74;16257.51;07/02/2020
1;16205.65;16040.12;07/01/2020
1;16161.57;15999.34;6/30/2020
1;16232.96;16067.15;6/29/2020
1;16056.04;15894.87;6/26/2020
1;16085.64;15924.17;6/25/2020
1;16113.53;15951.79;6/24/2020
1;16152.74;15986.34;6/23/2020
1;15986.52;15824.62;6/22/2020
1;16040.81;15879.79;6/19/2020
1;16021.94;15861.1;6/18/2020
1;16109.05;15943.1;6/17/2020
1;16141.99;15975.74;6/16/2020
1;16100.83;15934.96;6/15/2020
1;16182.37;16015.68;06/12/2020
1;16040.35;15877.95;06/11/2020
1;16054.22;15891.68;06/10/2020
1;15847.38;15688.3;06/09/2020
1;15844.92;15681.71;06/08/2020
1;16050.93;15889.81;06/05/2020
1;15974.02;15809.44;06/04/2020
1;16015.57;15851.96;06/03/2020
1;16209.77;16047.04;06/02/2020
1;16417.64;16248.41;5/29/2020
1;16359.79;16191.13;5/28/2020
1;16263.4;16097.17;5/27/2020
1;16200.51;16037.84;5/26/2020
1;16255.67;16089.51;5/20/2020
1;16255.74;16092.51;5/19/2020
1;16195.08;16028.01;5/18/2020
1;16183.73;16021.22;5/15/2020
1;16243.42;16080.3;5/14/2020
1;16236.15;16070.16;5/13/2020
1;16252.61;16084.93;05/12/2020
1;16283.59;16120.07;05/11/2020
1;16366.19;16201.85;05/08/2020
1;16481.18;16315.69;05/06/2020
1;16565.41;16397.57;05/05/2020
1;16587.47;16416.42;05/04/2020
1;16555.0;16384.24;4/30/2020
1;16815.1;16643.19;4/29/2020
1;16854.26;16680.39;4/28/2020
1;16960.08;16789.77;4/27/2020
1;16834.34;16663.74;4/24/2020
1;16983.65;16808.44;4/23/2020
1;16982.47;16810.4;4/22/2020
1;17027.65;16852.0;4/21/2020
1;16979.72;16806.13;4/20/2020
1;16929.79;16759.79;4/17/2020
1;17271.66;17096.66;4/16/2020
1;17340.42;17163.19;4/15/2020
1;17292.19;17113.87;4/14/2020
1;17398.09;17218.67;4/13/2020
1;17727.55;17544.69;04/09/2020
1;17749.88;17568.41;04/08/2020
1;17826.26;17642.35;04/07/2020
1;17996.5;17810.85;04/06/2020
1;17964.34;17779.04;04/03/2020
1;18416.33;18226.42;04/02/2020
1;18164.37;17982.0;04/01/2020
1;18138.14;17951.14;3/31/2020
1;18217.06;18029.29;3/30/2020
1;18010.77;17829.95;3/27/2020
1;17889.79;17705.28;3/26/2020
1;17908.82;17724.06;3/24/2020
1;17889.46;17709.8;3/23/2020
1;17582.58;17401.16;3/20/2020
1;17244.87;17067.03;3/19/2020
1;16845.86;16675.21;3/18/2020
1;16954.69;16779.99;3/17/2020
1;16536.18;16365.74;3/16/2020
1;16654.92;16483.31;3/13/2020
1;16484.69;16314.9;03/12/2020
1;16296.15;16129.72;03/11/2020
1;16515.03;16344.97;03/10/2020
1;16482.08;16312.37;03/09/2020
1;16117.73;15951.67;03/06/2020
1;15863.49;15704.24;03/05/2020
1;15911.01;15747.05;03/04/2020
1;15931.1;15766.92;03/03/2020
1;16019.04;15858.21;03/02/2020
1;15719.95;15562.12;2/28/2020
1;15368.7;15212.99;2/27/2020
1;15258.35;15100.97;2/26/2020
1;15164.64;15012.36;2/25/2020
1;15085.92;14930.29;2/24/2020
1;14942.48;14788.32;2/21/2020
1;14909.35;14756.9;2/20/2020
1;14889.82;14740.29;2/19/2020
1;14879.67;14730.25;2/18/2020
1;14917.43;14767.64;2/17/2020
1;14929.93;14775.92;2/14/2020
1;14948.92;14796.09;2/13/2020
1;14987.47;14836.98;02/12/2020
1;15014.34;14863.58;02/11/2020
1;15089.44;14937.94;02/10/2020
1;15064.82;14913.56;02/07/2020
1;15100.59;14948.98;02/06/2020
1;15215.16;15062.4;02/05/2020
1;15291.89;15136.99;02/04/2020
1;15288.59;15135.1;02/03/2020
1;15145.9;14989.76;1/31/2020
1;15110.12;14958.41;1/30/2020
1;15094.31;14942.76;1/29/2020
1;15112.82;14961.09;1/28/2020
1;15091.84;14940.32;1/27/2020
1;15144.16;14989.4;1/24/2020
1;15186.79;15034.32;1/23/2020
1;15231.0;15078.09;1/22/2020
1;15226.57;15073.71;1/21/2020
1;15227.6;15074.73;1/20/2020
1;15282.63;15129.21;1/17/2020
1;15307.56;15153.89;1/16/2020
1;15332.43;15174.41;1/15/2020
1;15286.61;15129.07;1/14/2020
1;15320.89;15167.08;1/13/2020
1;15414.92;15260.16;01/10/2020
1;15486.6;15326.98;01/09/2020
1;15621.09;15464.27;01/08/2020
1;15658.84;15497.49;01/07/2020
1;15666.8;15509.52;01/06/2020
1;15615.39;15454.48;01/03/2020
1;15672.34;15510.86;01/02/2020
